2026-08-11T06:09:01.123511774Z {"time":"2026-08-11T06:09:01.123264713Z","level":"INFO","msg":"cluster health checker started","service":"healthchecker","version":"dev","component":"health-checker","resolution":15000000000}
2026-08-11T06:10:16.663446921Z {"time":"2026-08-11T06:10:16.663384279Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:10:16.664249291Z {"time":"2026-08-11T06:10:16.664181323Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:10:33.565513930Z {"time":"2026-08-11T06:10:33.56539916Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:10:33.565801644Z {"time":"2026-08-11T06:10:33.565731055Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:10:33.566393064Z {"time":"2026-08-11T06:10:33.566327636Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:10:48.311602221Z {"time":"2026-08-11T06:10:48.311466993Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:10:48.311964212Z {"time":"2026-08-11T06:10:48.311911189Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:10:48.312709832Z {"time":"2026-08-11T06:10:48.312649905Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:11:03.309979977Z {"time":"2026-08-11T06:11:03.309831428Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:11:03.310759065Z {"time":"2026-08-11T06:11:03.3105678Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:11:03.311298369Z {"time":"2026-08-11T06:11:03.311235474Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:11:23.567454065Z {"time":"2026-08-11T06:11:23.567321387Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:11:23.567478619Z {"time":"2026-08-11T06:11:23.567321373Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:11:23.567837648Z {"time":"2026-08-11T06:11:23.567769349Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:11:33.478541890Z {"time":"2026-08-11T06:11:33.478420536Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): server error: FATAL: role \"nucleus_app\" does not exist (SQLSTATE 28000)"}
2026-08-11T06:11:33.478567820Z {"time":"2026-08-11T06:11:33.478487807Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): server error: FATAL: role \"nucleus_app\" does not exist (SQLSTATE 28000)"}
2026-08-11T06:11:33.485473604Z {"time":"2026-08-11T06:11:33.485393042Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): server error: FATAL: role \"nucleus_app\" does not exist (SQLSTATE 28000)"}
2026-08-11T06:11:48.554883509Z {"time":"2026-08-11T06:11:48.554730286Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:11:48.554914703Z {"time":"2026-08-11T06:11:48.554730388Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: relation \"clusters\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:11:48.556480236Z {"time":"2026-08-11T06:11:48.556377907Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"servers\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:02.996017994Z {"time":"2026-08-11T06:12:02.995902029Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: relation \"clusters\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:02.996040522Z {"time":"2026-08-11T06:12:02.995911383Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:02.997220423Z {"time":"2026-08-11T06:12:02.996897619Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"servers\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:18.000600696Z {"time":"2026-08-11T06:12:18.000452387Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: relation \"clusters\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:18.000623077Z {"time":"2026-08-11T06:12:18.00054174Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:18.002142645Z {"time":"2026-08-11T06:12:18.002085079Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"servers\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:33.725998887Z {"time":"2026-08-11T06:12:33.725865467Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: relation \"clusters\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:33.726283823Z {"time":"2026-08-11T06:12:33.72586505Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:33.727237889Z {"time":"2026-08-11T06:12:33.727163143Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"servers\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:48.641616864Z {"time":"2026-08-11T06:12:48.641488457Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:12:48.641646253Z {"time":"2026-08-11T06:12:48.641489128Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:12:48.642438231Z {"time":"2026-08-11T06:12:48.642381728Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:13:04.929751810Z {"time":"2026-08-11T06:13:04.929586274Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:13:04.929772347Z {"time":"2026-08-11T06:13:04.929609771Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:13:04.930664248Z {"time":"2026-08-11T06:13:04.930613965Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:13:20.215940547Z {"time":"2026-08-11T06:13:20.215848437Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:13:20.216055974Z {"time":"2026-08-11T06:13:20.215994207Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:13:20.216975548Z {"time":"2026-08-11T06:13:20.216930584Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:13:37.609411416Z {"time":"2026-08-11T06:13:37.609275327Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:13:37.609433351Z {"time":"2026-08-11T06:13:37.60931335Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:13:37.610285424Z {"time":"2026-08-11T06:13:37.610223721Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:13:51.031465201Z {"time":"2026-08-11T06:13:51.031374498Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:13:51.031485157Z {"time":"2026-08-11T06:13:51.031393602Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:13:51.031684302Z {"time":"2026-08-11T06:13:51.031622992Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:14:06.743653688Z {"time":"2026-08-11T06:14:06.743542008Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:14:06.753450370Z {"time":"2026-08-11T06:14:06.753276804Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:14:06.754012239Z {"time":"2026-08-11T06:14:06.753947343Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:14:21.995312134Z {"time":"2026-08-11T06:14:21.99518977Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:14:21.998363043Z {"time":"2026-08-11T06:14:21.998308312Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:14:21.999421710Z {"time":"2026-08-11T06:14:21.999363202Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:14:36.985078699Z {"time":"2026-08-11T06:14:36.984956351Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:14:36.985363877Z {"time":"2026-08-11T06:14:36.985311667Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:14:36.985970686Z {"time":"2026-08-11T06:14:36.985914011Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:14:52.054854953Z {"time":"2026-08-11T06:14:52.054715638Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:14:52.055191396Z {"time":"2026-08-11T06:14:52.055141803Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:14:52.055766229Z {"time":"2026-08-11T06:14:52.055708826Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:15:06.627580635Z {"time":"2026-08-11T06:15:06.627462491Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:15:06.628264457Z {"time":"2026-08-11T06:15:06.628200277Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:15:06.628940374Z {"time":"2026-08-11T06:15:06.628883055Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:15:21.792897174Z {"time":"2026-08-11T06:15:21.792743274Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:15:21.793660831Z {"time":"2026-08-11T06:15:21.793443333Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:15:21.794189541Z {"time":"2026-08-11T06:15:21.794145745Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:15:36.792688137Z {"time":"2026-08-11T06:15:36.792563032Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:15:36.793269617Z {"time":"2026-08-11T06:15:36.792978338Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:15:36.793952061Z {"time":"2026-08-11T06:15:36.793631204Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:15:51.772278694Z {"time":"2026-08-11T06:15:51.772147566Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:15:51.772304912Z {"time":"2026-08-11T06:15:51.772147454Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:15:51.772563997Z {"time":"2026-08-11T06:15:51.772416594Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:16:06.772386696Z {"time":"2026-08-11T06:16:06.772283826Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:16:06.772411667Z {"time":"2026-08-11T06:16:06.772283864Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:16:06.773217672Z {"time":"2026-08-11T06:16:06.772805303Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"failed to connect to `user=nucleus_app database=nucleus`: 172.50.0.2:5433 (weaverai-yugabyte): dial error: dial tcp 172.50.0.2:5433: connect: connection refused"}
2026-08-11T06:16:22.029180096Z {"time":"2026-08-11T06:16:22.029039139Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:16:22.030220815Z {"time":"2026-08-11T06:16:22.030043672Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:16:22.031289468Z {"time":"2026-08-11T06:16:22.031219806Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:16:36.952734314Z {"time":"2026-08-11T06:16:36.952602119Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:16:36.953774158Z {"time":"2026-08-11T06:16:36.95369425Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:16:36.955102087Z {"time":"2026-08-11T06:16:36.955023149Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:16:51.992782718Z {"time":"2026-08-11T06:16:51.992644485Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:16:51.993687060Z {"time":"2026-08-11T06:16:51.993328253Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:16:51.993975344Z {"time":"2026-08-11T06:16:51.993916808Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:17:06.992207067Z {"time":"2026-08-11T06:17:06.992074855Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:17:06.992543207Z {"time":"2026-08-11T06:17:06.99249104Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:17:06.993087872Z {"time":"2026-08-11T06:17:06.993028054Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:17:22.017775503Z {"time":"2026-08-11T06:17:22.017627429Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:17:22.018201216Z {"time":"2026-08-11T06:17:22.018105477Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:17:22.018840799Z {"time":"2026-08-11T06:17:22.018773468Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:17:37.008055946Z {"time":"2026-08-11T06:17:37.007866637Z","level":"WARN","msg":"health sweep: list clusters failed","service":"healthchecker","version":"dev","component":"health-checker","error":"ERROR: column \"cni_distribution_version_id\" does not exist (SQLSTATE 42703)"}
2026-08-11T06:17:37.008720262Z {"time":"2026-08-11T06:17:37.008486841Z","level":"WARN","msg":"stale-op sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: relation \"server_operations\" does not exist (SQLSTATE 42P01)"}
2026-08-11T06:17:37.009650208Z {"time":"2026-08-11T06:17:37.009486818Z","level":"WARN","msg":"liveness sweep failed","service":"healthchecker","version":"dev","component":"server-liveness","error":"ERROR: column \"agent_status\" does not exist (SQLSTATE 42703)"}
